language,word,pronunciation,tone practice,tone distractor 1,tone distractor 2,tone distractor 3,meaning,example sentence,sentence pronunciation,sentence meaning,Level,group,tag,pack,notes
Taiwan Mandarin,音響,yīnxiăng ,yīnxiǎng,yínxiǎng,yīnxiāng,yìnxiǎng,sound; acoustics; audio; hi-fi system; stereo sound system (abbr. for 組合音響|组合音响[zu3 he2 yin1 xiang3]),搬家以前，他先把音響整理好，避免重要東西不見。,"bānjiā yǐqián, tā xiān bǎ yīnxiǎng zhěnglǐ hǎo, bìmiǎn zhòngyào dōngxī bùjiàn.","Before moving, he organized the sound first to avoid losing anything important.",B2,objects,noun,Core Content,
Taiwan Mandarin,引起,yĭnqĭ,yǐnqǐ,yìnqǐ,yǐnqī,yínqǐ,to give rise to; to lead to; to cause; to arouse,為了讓計畫順利進行，團隊需要先引起目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān yǐnqǐ mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first give rise to the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,英俊,yīngjùn ,yīngjùn,yíngjùn,yīngjún,yìngjùn,handsome,這座城市有英俊的一面，值得旅客慢慢走、慢慢看。,"zhè zuò chéngshì yǒu yīngjùn de yīmiàn, zhíde lǚkè mànmàn zǒu、 mànmàn kàn.",This city has a handsome side that is worth travelers exploring slowly.,B2,description,adjective,Core Content,
Taiwan Mandarin,贏,yíng ,yíng,yǐng,yìng,yīng,to beat; to win; to profit,為了讓計畫順利進行，團隊需要先贏目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān yíng mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first beat the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,營養,yíngyăng ,yíngyǎng,yǐngyǎng,yíngyāng,yīngyǎng,nutrition; nourishment; CL:種|种[zhong3],在這次討論中，營養成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, yíngyǎng chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, nutrition became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,影片,yĭngpiàn ,yǐngpiàn,yìngpiàn,yǐngpián,yíngpiàn,a copy of a film; film; motion picture; movie; (Tw) video; video clip,在這次討論中，影片成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, yǐngpiàn chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, a copy of a film became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,勇敢,yŏnggăn ,yǒnggǎn,yònggǎn,yǒnggān,yónggǎn,brave; courageous,面對這麼複雜的情況，他仍然保持勇敢的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí yǒnggǎn de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a brave attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,擁有,yŏngyŏu ,yǒngyǒu,yòngyǒu,yǒngyōu,yóngyǒu,to have; to possess; to own,為了讓計畫順利進行，團隊需要先擁有目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān yōngyǒu mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first have the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,永遠,yŏngyuăn ,yǒngyuǎn,yòngyuǎn,yǒngyuān,yóngyuǎn,forever; eternal,在這次討論中，永遠成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, yǒngyuǎn chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, forever became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,用,yòng,yòng,yōng,yóng,yǒng,to use; to make use of; to employ; (coverb) with; using; to need; to have to (usu. used in the negative or in questions),為了讓計畫順利進行，團隊需要先用目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān yòng mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first use the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,用法,yòngfă ,yòngfǎ,yōngfǎ,yòngfā,yǒngfǎ,usage,在這次討論中，用法成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, yòngfǎ chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, usage became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,用品,yòngpĭn ,yòngpǐn,yōngpǐn,yòngpīn,yǒngpǐn,articles for use; products; goods,在這次討論中，用品成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, yòngpǐn chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, articles for use became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,優點,yōudiăn ,yōudiǎn,yóudiǎn,yōudiān,yòudiǎn,merit; benefit; strong point,在這次討論中，優點成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, yōudiǎn chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, merit became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,幽默,yōumò ,yōumò,yóumò,yōumó,yòumò,(loanword) humor; humorous,在這次討論中，幽默成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, yōumò chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, humor became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,優秀,yōuxiù ,yōuxiù,yóuxiù,yōuxiú,yòuxiù,outstanding; excellent,這座城市有優秀的一面，值得旅客慢慢走、慢慢看。,"zhè zuò chéngshì yǒu yōuxiù de yīmiàn, zhíde lǚkè mànmàn zǒu、 mànmàn kàn.",This city has an outstanding side that is worth travelers exploring slowly.,B2,description,adjective,Core Content,
Taiwan Mandarin,遊客,yóukè ,yóukè,yǒukè,yóuké,yōukè,traveler; tourist; (online gaming) guest player,那位遊客在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi yóukè zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That traveler shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,由於,yóuyú ,yóuyú,yǒuyú,yóuyù,yōuyú,due to; as a result of; thanks to,這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,有效,yŏuxiào ,yǒuxiào,yòuxiào,yǒuxiáo,yóuxiào,effective; in effect; valid,這件事讓我們看見有效的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn yǒuxiào de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of effective and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,友誼,yŏuyì ,yǒuyì,yòuyì,yǒuyí,yóuyì,see 友誼縣|友谊县[You3 yi4 Xian4],在這次討論中，友誼成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, yǒuyì chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, see 友誼縣|友谊县[You3 yi4 Xian4] became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,愉快,yúkuài ,yúkuài,yǔkuài,yúkuái,yūkuài,cheerful; happy; pleasant; delighted,面對這麼複雜的情況，他仍然保持愉快的態度，沒有隨便下結論。,"miànduì zhème fùzá de qíngkuàng, tā réngrán bǎochí yúkuài de tàidu, méiyǒu suíbiàn xià jiélùn.","Facing such a complex situation, he still maintained a cheerful attitude and did not jump to conclusions.",B2,description,adjective,Core Content,
Taiwan Mandarin,於是,yúshì ,yúshì,yǔshì,yúshí,yūshì,thereupon; as a result; consequently; thus; hence,這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,噢,yŭ,yǔ,yù,yū,yú,oh; ah (used to indicate realization); also pr. [ou4],他看了地圖才說：「噢，原來入口在另一邊。」,"tā kān le dìtú cái shuì： 「 ō, yuánlái rùkǒu zài lìngyī biān. 」","After looking at the map, he said, “Oh, so the entrance is on the other side.”",B2,function words,function word,Core Content,
Taiwan Mandarin,與,yŭ,yǔ,yù,yū,yú,variant of 歟|欤[yu2],這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,玉,yù ,yù,yū,yú,yǔ,jade,在這次討論中，玉成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, yùchéng le dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, jade became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,玉米,yùmĭ,yùmǐ,yūmǐ,yùmī,yǔmǐ,corn; maize; CL:粒[li4],晚餐準備了玉米，也搭配幾道清淡的小菜。,"wǎncān zhǔnbèi le yùmǐ, yě dāpèi jī dào qīngdàn de xiǎocài.",Dinner included corn along with several light side dishes.,B2,food,noun,Core Content,
Taiwan Mandarin,預備,yùbèi ,yùbèi,yūbèi,yùbéi,yǔbèi,to prepare; to make ready; preparation,為了讓計畫順利進行，團隊需要先預備目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān yùbèi mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first prepare the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,遇到,yùdào ,yùdào,yūdào,yùdáo,yǔdào,to meet; to run into; to come across,為了讓計畫順利進行，團隊需要先遇到目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān yùdào mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first meet the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,預習,yùxí ,yùxí,yūxí,yùxì,yǔxí,to prepare a lesson,為了讓計畫順利進行，團隊需要先預習目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān yùxí mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first prepare a lesson the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,員工,yuángōng ,yuángōng,yuǎngōng,yuángǒng,yuāngōng,staff; personnel; employee,那位員工在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi yuángōng zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That staff shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,原諒,yuánliàng ,yuánliàng,yuǎnliàng,yuánliáng,yuānliàng,to excuse; to forgive; to pardon,為了讓計畫順利進行，團隊需要先原諒目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān yuánliàng mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first excuse the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,願望,yuànwàng ,yuànwàng,yuānwàng,yuànwáng,yuǎnwàng,desire; wish,這件事讓我們看見願望的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn yuànwàng de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of desire and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,月餅,yuèbĭng  ,yuèbǐng,yuēbǐng,yuèbīng,yuěbǐng,mooncake (esp. for the Mid-Autumn Festival),晚餐準備了月餅，也搭配幾道清淡的小菜。,"wǎncān zhǔnbèi le yuèbǐng, yě dāpèi jī dào qīngdàn de xiǎocài.",Dinner included mooncake along with several light side dishes.,B2,food,noun,Core Content,
Taiwan Mandarin,閱讀,yuèdú ,yuèdú,yuēdú,yuèdù,yuědú,to read; reading,為了讓計畫順利進行，團隊需要先閱讀目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān yuèdú mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first read the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,樂團,yuètuán ,yuètuán,yuētuán,yuètuàn,yuětuán,band; orchestra,在這次討論中，樂團成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, yuètuán chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, band became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,雲,yún ,yún,yǔn,yùn,yūn,cloud; CL:朵[duo3],走進雲旁邊的小路時，大家都放慢腳步觀察周圍環境。,"zǒujìn yún pángbiān de xiǎolù shí, dàjiā dōu fàngmànjiǎobù guānchá zhōuwéi huánjìng.","When walking onto the small path beside the cloud, everyone slowed down to observe the surroundings.",B2,nature,noun,Core Content,
Taiwan Mandarin,運氣,yùnqì ,yùnqì,yūnqì,yùnqí,yǔnqì,luck (good or bad),這件事讓我們看見運氣的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn yùnqi de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of luck and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,在,zài ,zài,zāi,zái,zǎi,to exist; to be alive; (of sb or sth) to be (located) at; (used before a verb to indicate an action in progress),這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,在意,zàiyì ,zàiyì,zāiyì,zàiyí,zǎiyì,to care about; to mind,為了讓計畫順利進行，團隊需要先在意目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān zàiyì mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first care about the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,在於,zàiyú ,zàiyú,zāiyú,zàiyù,zǎiyú,to rest with; to lie in; to be due to (a certain attribute); (of a matter) to be determined by; to be up to (sb),這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,早,zăo ,zǎo,zào,zāo,záo,early; morning; Good morning!,在這次討論中，早成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, zǎo chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, early became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,早日,zăorì ,zǎorì,zàorì,zǎorí,záorì,soon; at an early date; the early days; the past,這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,早晚,zăowăn ,zǎowǎn,zàowǎn,zǎowān,záowǎn,"morning and evening; (in reference to sth that is bound to happen) sooner or later; one of these days; (coll.) (this, or that) point of time",這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,造成,zàochéng ,zàochéng,zāochéng,zàochèng,zǎochéng,to bring about; to create; to cause,為了讓計畫順利進行，團隊需要先造成目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān zàochéng mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first bring about the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,噪音,zàoyīn ,zàoyīn,zāoyīn,zàoyǐn,zǎoyīn,rumble; noise; static (in a signal),在這次討論中，噪音成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, zàoyīn chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, rumble became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,增加/增,zēngjiā/zēng,zēngjiā/zēng,zéngjiā/zēng,zēngjiǎ/zēng,zēngjiā/zèng,to raise; to increase,為了讓計畫順利進行，團隊需要先增加目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān zēngjiā mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first raise the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,責任,zérèn ,zérèn,zěrèn,zérén,zērèn,responsibility; duty; liability,這件事讓我們看見責任的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn zérèn de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of responsibility and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,知,zhī ,zhī,zhí,zhǐ,zhì,to know; to be aware,為了讓計畫順利進行，團隊需要先知目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiānzhī mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first know the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,之後,zhīhòu ,zhīhòu,zhíhòu,zhīhóu,zhìhòu,after; behind; (at the beginning of a sentence) afterwards; since then,在這次討論中，之後成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, zhīhòu chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, after became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,之間,zhījiān ,zhījiān,zhíjiān,zhījiǎn,zhìjiān,"(after a noun) between; among; amid; (used after certain bisyllabic words to form expressions indicating a short period of time, e.g. 彈指之間|弹指之间[tan2 zhi3 zhi1 jian1])",為了讓計畫順利進行，團隊需要先之間目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān zhījiān mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first between the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,之前,zhīqián,zhīqián,zhíqián,zhīqiàn,zhìqián,before; prior to; ago,在這次討論中，之前成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, zhīqián chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, before became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,直,zhí ,zhí,zhǐ,zhì,zhī,straight; to straighten; fair and reasonable,為了讓計畫順利進行，團隊需要先直目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān zhí mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first straight the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,直到,zhídào ,zhídào,zhǐdào,zhídáo,zhīdào,until,在這次討論中，直到成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, zhídào chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, until became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,值得,zhíde,zhíde,zhǐde,zhìde,zhīde,worth the money; to merit; to deserve; to be worth (doing sth),為了讓計畫順利進行，團隊需要先值得目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān zhíde mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first worth the money the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,殖民地,zhímíndì ,zhímíndì,zhǐmíndì,zhímìndì,zhímíndǐ,colony,那個地方像殖民地一樣安靜，讓人暫時忘記工作的壓力。,"nàge dìfāng xiàng zhímíndì yíyàng ānjìng, ràng rén zànshí wàngjì gōngzuò de yālì.","That place is as peaceful as colony, letting people temporarily forget the pressure of work.",B2,places,noun,Core Content,
Taiwan Mandarin,植物,zhíwù ,zhíwù,zhǐwù,zhíwú,zhīwù,plant; vegetation; CL:種|种[zhong3],走進植物旁邊的小路時，大家都放慢腳步觀察周圍環境。,"zǒujìn zhíwù pángbiān de xiǎolù shí, dàjiā dōu fàngmànjiǎobù guānchá zhōuwéi huánjìng.","When walking onto the small path beside the plant, everyone slowed down to observe the surroundings.",B2,nature,noun,Core Content,
Taiwan Mandarin,職業,zhíyè ,zhíyè,zhǐyè,zhíyé,zhīyè,occupation; profession; vocation; professional,在這次討論中，職業成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, zhíyè chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, occupation became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,職員,zhíyuán ,zhíyuán,zhǐyuán,zhíyuàn,zhīyuán,"office worker; staff member; CL:個|个[ge4],位[wei4]",那位職員在活動中分享自己的經驗，讓大家對這個行業有了新的理解。,"nà wèi zhíyuán zài huódòng zhōng fēnxiǎng zìjǐ de jīngyàn, ràng dàjiā duì zhège hángyè yǒu le xīn de lǐjiě.","That office worker shared personal experience at the event, giving everyone a new understanding of the field.",B2,people,noun,Core Content,
Taiwan Mandarin,指,zhĭ,zhǐ,zhì,zhī,zhí,finger; to point at or to; to indicate or refer to,為了讓計畫順利進行，團隊需要先指目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān zhǐ mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first finger the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,只是,zhĭshì ,zhǐshì,zhìshì,zhǐshí,zhíshì,merely; only; just; nothing but; simply; but; however,這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,只有,zhĭyŏu ,zhǐyǒu,zhìyǒu,zhǐyōu,zhíyǒu,"only have ...; there is only ...; (used in combination with 才[cai2]) it is only if ... (that one can ...) (as in 只有通過治療才能痊愈|只有通过治疗才能痊愈[zhi3 you3 tong1 guo4 zhi4 liao2 cai2 neng2 quan2 yu4] ""the only way to cure it is with therapy""); it is only (someone) who ... (as in 只有男性才有此需要[zhi3 you3 nan2 xing4 cai2 you3 ci3 xu1 yao4] ""only men would have such a requirement"")",這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,制度,zhìdù ,zhìdù,zhīdù,zhìdú,zhǐdù,"system (e.g. political, adminstrative etc); institution; CL:個|个[ge4]",這件事讓我們看見制度的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn zhìdù de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of system and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,智慧,zhìhuì ,zhìhuì,zhīhuì,zhìhuí,zhǐhuì,wisdom; intelligence,這件事讓我們看見智慧的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn zhìhuì de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of wisdom and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
Taiwan Mandarin,至少,zhìshăo ,zhìshǎo,zhīshǎo,zhìshāo,zhǐshǎo,at least; (to say the) least,這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,至於,zhìyú ,zhìyú,zhīyú,zhìyù,zhǐyú,as for; as to; to go so far as to,這個安排可以接受，不過我們還需要考慮時間和經費。,"zhège ānpái kěyǐ jiēshòu, bùguò wǒmen hái xūyào kǎolǜ shíjiān hé jīngfèi.","This arrangement is acceptable, but we still need to consider time and funding.",B2,function words,function word,Core Content,
Taiwan Mandarin,摘,zhāi ,zhāi,zhái,zhǎi,zhài,"to take; to pick (flowers, fruit etc); to pluck; to remove; to take off (glasses, hat etc); to select; to pick out; to borrow money at a time of urgent need",為了讓計畫順利進行，團隊需要先摘目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān zhāi mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first take the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,站,zhàn,zhàn,zhān,zhán,zhǎn,station; to stand; to halt,那個地方像站一樣安靜，讓人暫時忘記工作的壓力。,"nàge dìfāng xiàng zhàn yíyàng ānjìng, ràng rén zànshí wàngjì gōngzuò de yālì.","That place is as peaceful as station, letting people temporarily forget the pressure of work.",B2,places,noun,Core Content,
Taiwan Mandarin,暫時,zhànshí ,zhànshí,zhānshí,zhànshì,zhǎnshí,temporary; provisional; for the time being,在這次討論中，暫時成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, zànshí chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, temporary became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,戰爭,zhànzhēng ,zhànzhēng,zhānzhēng,zhànzhěng,zhǎnzhēng,"war; conflict; CL:場|场[chang2],次[ci4]",在這次討論中，戰爭成了大家最關心的重點之一。,"zài zhè cì tǎolùn zhōng, zhànzhēng chéngle dàjiā zuì guānxīn de chóngdiǎn zhīyī.","In this discussion, war became one of the issues everyone cared about most.",B2,general,noun,Core Content,
Taiwan Mandarin,掌握,zhăngwò ,zhǎngwò,zhàngwò,zhǎngwó,zhángwò,"to grasp (often fig.); to control; to seize (initiative, opportunity, destiny)",為了讓計畫順利進行，團隊需要先掌握目前最大的問題。,"wèile ràng jìhuà shùnlì jìnxíng, tuánduì xūyào xiān zhǎngwò mùqián zuì dà de wèntí.","To help the plan proceed smoothly, the team needs to first grasp the biggest current problem.",B2,actions,verb,Core Content,
Taiwan Mandarin,障礙,zhàngài ,zhàngài,zhāngài,zhàngái,zhǎngài,barrier; obstruction; hindrance,這件事讓我們看見障礙的重要性，也提醒大家需要提前準備。,"zhè jiàn shì ràng wǒmen kànjiàn zhàngài de zhòngyàoxìng, yě tíxǐng dàjiā xūyào tíqián zhǔnbèi.",This matter showed us the importance of barrier and reminded everyone to prepare in advance.,B2,ideas,noun,Core Content,
